Relatório de monitoramento do OCA 1 º quadrimestre 2014;;;;;;;;;;;;;;;;;;;;;;;;
classif01;desc_classif01;classif02;desc_classif02;classif03;desc_classif03;funcao;nome_funcao;subfuncao;nome_subfuncao;programa;nome_programa;projativ;nome_projativ;subitem_projativ;nome_subitem_projativ;indice_proporcionalidade;valor_credito_inicial;valor_orcado;valor_empenhado;valor_liquidado;valor_pago;valor_empenhado_acumulado;valor_liquidado_acumulado;valor_pago_acumulado
AEQ;EIXO: ACESSO À EDUCAÇÃO DE QUALIDADE;DLA;SUB-EIXO: DESPORTO E LAZER;NEX;"NEX";27;Desporto e Lazer;812;Desporto Comunitário;101;Promoção e Democratização das Práticas de Esportes e Lazer;2106;Gestão da Política de Esporte e Lazer;9;Implantação  do Polo dos Esportes Radicais e de Aventura;0.25;0;375000;0;0;0;0;0;0
AEQ;EIXO: ACESSO À EDUCAÇÃO DE QUALIDADE;DLA;SUB-EIXO: DESPORTO E LAZER;EX;EX;27;Desporto e Lazer;812;Desporto Comunitário;101;Promoção e Democratização das Práticas de Esportes e Lazer;2531;Programas de Esporte Educacional;1;Programa Segundo Tempo;1;0;9018456;0;0;0;0;0;0
AEQ;EIXO: ACESSO À EDUCAÇÃO DE QUALIDADE;DLA;SUB-EIXO: DESPORTO E LAZER;EX;EX;27;Desporto e Lazer;812;Desporto Comunitário;101;Promoção e Democratização das Práticas de Esportes e Lazer;2531;Programas de Esporte Educacional;2;Recreio nas Férias;1;0;68000;0;0;0;0;0;0
AEQ;EIXO: ACESSO À EDUCAÇÃO DE QUALIDADE;DLA;SUB-EIXO: DESPORTO E LAZER;EX;EX;27;Desporto e Lazer;812;Desporto Comunitário;101;Promoção e Democratização das Práticas de Esportes e Lazer;2531;Programas de Esporte Educacional;3;Festival Esportivo Segundo Tempo;1;0;49000;0;0;0;0;0;0
AEQ;EIXO: ACESSO À EDUCAÇÃO DE QUALIDADE;DLA;SUB-EIXO: DESPORTO E LAZER;EX;EX;27;Desporto e Lazer;812;Desporto Comunitário;101;Promoção e Democratização das Práticas de Esportes e Lazer;2531;Programas de Esporte Educacional;4;Programa Esporte Esperança / BH Cidadania;1;0;2370000;0;0;0;0;0;0
AEQ;EIXO: ACESSO À EDUCAÇÃO DE QUALIDADE;DLA;SUB-EIXO: DESPORTO E LAZER;EX;EX;27;Desporto e Lazer;812;Desporto Comunitário;101;Promoção e Democratização das Práticas de Esportes e Lazer;2531;Programas de Esporte Educacional;5;Xadrez na Escola;1;0;70000;0;0;0;0;0;0
AEQ;EIXO: ACESSO À EDUCAÇÃO DE QUALIDADE;DLA;SUB-EIXO: DESPORTO E LAZER;EX;EX;27;Desporto e Lazer;812;Desporto Comunitário;101;Promoção e Democratização das Práticas de Esportes e Lazer;2531;Programas de Esporte Educacional;9;Promoção de Eventos Esportivos;1;0;46900;0;0;0;0;0;0
AEQ;EIXO: ACESSO À EDUCAÇÃO DE QUALIDADE;DLA;SUB-EIXO: DESPORTO E LAZER;EX;EX;27;Desporto e Lazer;812;Desporto Comunitário;101;Promoção e Democratização das Práticas de Esportes e Lazer;2531;Programas de Esporte Educacional;12;Festival de Atletismo;1;0;150000;0;0;0;0;0;0
AEQ;EIXO: ACESSO À EDUCAÇÃO DE QUALIDADE;DLA;SUB-EIXO: DESPORTO E LAZER;EX;EX;27;Desporto e Lazer;812;Desporto Comunitário;101;Promoção e Democratização das Práticas de Esportes e Lazer;2531;Programas de Esporte Educacional;14;Caravana do Esporte;1;0;10000;0;0;0;0;0;0
AEQ;EIXO: ACESSO À EDUCAÇÃO DE QUALIDADE;DLA;SUB-EIXO: DESPORTO E LAZER;EX;EX;27;Desporto e Lazer;812;Desporto Comunitário;101;Promoção e Democratização das Práticas de Esportes e Lazer;2531;Programas de Esporte Educacional;15;Festival de Ginástica Ritmica;1;0;49400;0;0;0;0;0;0
