Demonstrativo do Orçamento OCA 3º Quadrimestre 2016;;;;;;;;;;;;;;;;;;;
Eixo;Nome;Sub eixo;Nome;classif03;Função;Nome;Sub função;Nome;programa;Nome;Ação;Nome;Sub ação;Nome;indice_proporcionalidade; Orçado ; Empenhado ; Liquidado  ; Pago 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;8;Assistência Social;306;Alimentação e Nutrição;132;Gestão da Política Municipal de Segurança Alimentar e Nutricional;2761;Gestão da Assistência Alimentar e Nutricional à Rede Municipal de Ensino;4;Gerenciamento da Assistência Alimentar e Nutricional aos alunos do Ensino de Jovens e Adultos - EJA;1; 1.021.980,00 ; 1.053.208,99 ; 876.825,09 ; 838.670,74 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;8;Assistência Social;306;Alimentação e Nutrição;132;Gestão da Política Municipal de Segurança Alimentar e Nutricional;2761;Gestão da Assistência Alimentar e Nutricional à Rede Municipal de Ensino;8;Gerenciamento da Assistência Alimentar e Nutricional às Creches Conveniadas;1; 4.428.600,00 ; 5.125.213,41 ; 4.042.775,73 ; 3.718.190,82 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;8;Assistência Social;306;Alimentação e Nutrição;132;Gestão da Política Municipal de Segurança Alimentar e Nutricional;2761;Gestão da Assistência Alimentar e Nutricional à Rede Municipal de Ensino;10;Gerenciamento da Assistência Alimentar e Nutricional à Rede Municipal;1; 3.323.500,00 ; 3.189.091,63 ; 2.809.761,56 ; 2.539.944,82 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;8;Assistência Social;306;Alimentação e Nutrição;207;Melhoria da Qualidade da Educação;2761;Gestão da Assistência Alimentar e Nutricional à Rede Municipal de Ensino;6;Atendimento das Demandas de Dietas Especiais;1; 30.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;8;Assistência Social;306;Alimentação e Nutrição;236;Direito de Todos ;2331;Centro de Referência em Segurança Alimentar e Nutricional Sustentável;1;Implantação do Centro Metropolitano de Referência em Segurança Alimentar e Nutricional Sustentável;0,25; 500,00 ; 390,00 ; 185,25 ; 185,25 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;8;Assistência Social;306;Alimentação e Nutrição;236;Direito de Todos ;2331;Centro de Referência em Segurança Alimentar e Nutricional Sustentável;2;Promoção da Alimentação Saudável por meio da Educação Alimentar e Nutricional;0,25; 40.227,00 ; 10.232,11 ; 9.103,91 ; 6.744,24 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;8;Assistência Social;306;Alimentação e Nutrição;236;Direito de Todos ;2331;Centro de Referência em Segurança Alimentar e Nutricional Sustentável;3;Educação Alimentar e Nutricional com Atividades Lúdicas Educativas;0,85; 850,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;8;Assistência Social;306;Alimentação e Nutrição;236;Direito de Todos ;2331;Centro de Referência em Segurança Alimentar e Nutricional Sustentável;4;Campanhas Educativas de Mobilização Social;0,85; 850,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;8;Assistência Social;306;Alimentação e Nutrição;236;Direito de Todos ;2331;Centro de Referência em Segurança Alimentar e Nutricional Sustentável;5;Formação de Profissionais de Manipulação de Alimentos para a Rede Pública Conveniada e Não Conveniada;1; 3.000,00 ; 72.124,43 ; 69.253,60 ; 54.842,84 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;122;Administração Geral;140;Gestão e Operacionalização da Política Educacional;2317;Gestão Administrativa e Pedagógica;1;Gestão Administrativa;1; 104.726.438,00 ; 80.709.050,37 ; 78.195.839,81 ; 77.626.135,52 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;122;Administração Geral;140;Gestão e Operacionalização da Política Educacional;2317;Gestão Administrativa e Pedagógica;2;Gestão Pedagógica;1; 350.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;122;Administração Geral;140;Gestão e Operacionalização da Política Educacional;2334;Gestão Compartilhada e Participação Social;1;Coordenação e Participação em Fóruns Governamentais e GTs;1; 9.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;122;Administração Geral;140;Gestão e Operacionalização da Política Educacional;2334;Gestão Compartilhada e Participação Social;2;Apoio aos Conselhos Municipais;1; 52.000,00 ; 8.880,00 ; 8.880,00 ; 8.880,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;85;Gestão da Política de Tecnologia da Informação e Comunicação;2605;Evolução da Rede de Telecomunicações da PBH ;1;Serviços de Informática - Educação ;1; 1.198.000,00 ; 1.054.143,23 ; 996.761,41 ; 854.339,15 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2041;Formação para Profissionais da Educação;10;Formação de Professores do Ensino Fundamental em Cursos de Pós-graduação Lato Sensu e Stricto Sensu ;1; 1.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;2;Subvenção Regular de Unidades Escolares do Ensino Fundamental;1; 29.128.516,00 ; 26.968.751,00 ; 26.968.751,00 ; 24.548.243,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;5;PAP - Projeto de Ação Pedagógica - Ensino Fudamental;1; 6.339.827,00 ; 5.008.930,00 ; 5.008.930,00 ; 5.008.930,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;10;Adequação dos Espaços Escolares do Ensino Fundamental;1; 9.754.000,00 ; 7.753.000,00 ; 7.753.000,00 ; 2.140.000,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;13;Contratação de Apoio Administrativo - Ensino Fundamental;1; 206.084.849,00 ; 187.193.802,00 ; 187.193.802,00 ; 169.698.574,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;14;Orçamento Participativo da Criança e do Adolescente - OPCA;1; 540.000,00 ; 540.000,00 ; 540.000,00 ; 540.000,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2080;Administração do Ensino Fundamental;1;Administração do Ensino Fundamental;1; 735.100.503,00 ; 618.702.358,26 ; 616.503.942,16 ; 615.962.832,37 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2317;Gestão Administrativa e Pedagógica;1;Gestão Administrativa;1; 6.453.000,00 ; 6.029.861,43 ; 6.029.861,43 ; 6.029.861,43 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2503;Gestão do Programa Bolsa Escola;1;Gestão do Programa Bolsa Escola;1; 3.068.000,00 ; 2.428.871,50 ; 2.427.769,90 ; 2.427.769,90 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2503;Gestão do Programa Bolsa Escola;2;Manutenção das Atividades do Bolsa Escola Municipal;1; 533.112,00 ; 41.005,00 ; 41.005,00 ; 39.510,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;2;Fornecimento de Kits Escolares - Ensino Fundamental;1; 24.786.895,00 ; 15.847.261,00 ; 13.827.762,34 ; 13.667.262,61 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;10;Operação e Manutenção da Educação -  Ensino Fundamental;1; 18.300.887,00 ; 8.042.396,34 ; 7.690.378,82 ; 7.343.020,86 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;16;Fórum de Educação Integral;1; 498.560,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2885;Transporte Escolar;1;Transporte Escolar;1; 13.273.387,00 ; 11.618.751,31 ; 10.523.493,26 ; 9.543.596,71 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2886;Gestão da Melhoria da Qualidade da Educação;11;Ações Intersetoriais da Educação;1; 6.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;1211;Construção, Ampliação e Reforma de Unidades de Ensino;4;Construção, Ampliação e Reforma de Unidades de Ensino;1; 29.108.212,00 ; 1.130.825,10 ; 1.130.825,10 ; 1.130.825,10 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;2;Atendimento do Programa Escola Integrada;1; 24.864.000,00 ; 10.089.481,24 ; 10.089.481,24 ; 9.126.932,24 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;3;Publicações de Cadernos sobre o Programa;1; 6.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;4;Manutenção de Convênios com Instituições - Ensino Fundamental;1; 7.151.778,00 ; 4.948.061,00 ; 4.888.621,00 ; 4.349.741,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;5;Programa Escola Aberta - Ampliação do Atendimento ;1; 7.230.361,00 ; 4.863.292,00 ; 4.863.292,00 ; 4.731.208,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;6;Programa Escola nas Férias;1; 3.009.015,00 ; 608.640,00 ; 608.640,00 ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;7;Consolidação e Ampliação de Parcerias;1; 29.530.250,00 ; 17.294.252,92 ; 16.294.252,92 ; 16.294.252,92 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;12;Projeto BH para Crianças;1; 2.538.251,00 ; 2.648.593,43 ; 2.415.516,09 ; 2.296.304,95 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;14;Disponibilização de Vagas para o Ensino de Música em Escolas de Música;1; 4.000.000,00 ; 3.406.555,34 ; 3.103.869,34 ; 3.103.869,34 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2041;Formação para Profissionais da Educação;3;Formação dos Professores do Ensino Fundamental em Cursos/Oficinas Específicas para Alfabetização e Matemática;1; 418.400,00 ; 10.732,00 ; 10.732,00 ; 10.732,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2705;Mobilização da Comunidade Escolar;1;Formação e Mobilização da Comunidade Escolar;1; 147.000,00 ; 1.606,06 ; 1.606,06 ; 1.606,06 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2705;Mobilização da Comunidade Escolar;2;Realização do Fórum Família Escola;1; 110.000,00 ; 6.618,00 ; 6.618,00 ; 6.618,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2705;Mobilização da Comunidade Escolar;4;Publicação de Jornal Família Escola do Ensino Fundamental;1; 120.000,00 ; 10.000,00 ; 10.000,00 ; 10.000,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2706;Melhoria da Aprendizagem e Avaliação de Desempenho Escolar;3;Avaliação de Aprendizagem dos Alunos - Avalia BH e Avalia EJA;1; 4.000.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2706;Melhoria da Aprendizagem e Avaliação de Desempenho Escolar;6;Ação de incentivo à Educação Especializada complementar para Garantia da Aprendizagem da Pessoa com Deficiência;1; 500.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;4;Implantação do Observatório do Clima Escolar;1; 232.627,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;5;Implementação da Política de Alfabetização;1; 10.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;8;"Publicação da Revista ""Pensar Educação""";1; 238.140,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;10;Cidades Educadoras;1; 9.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;233;Manutenção da Cidade;1211;Construção, Ampliação e Reforma de Unidades de Ensino;3;Construção, Ampliação e Reforma de Unidades de Ensino;1; 9.204.694,00 ; 2.380.327,77 ; 2.380.327,77 ; 2.380.327,77 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;236;Direito de Todos ;2041;Formação para Profissionais da Educação;6;Qualificar Professores em História Indígena e Afro-brasileira;1; 24.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;236;Direito de Todos ;2041;Formação para Profissionais da Educação;8;Formação de professores no projeto Educação para a Diversidade;1; 8.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;236;Direito de Todos ;2386;Programa Municipal de Igualdade Racial;1;Atividades do Grupo de Promoção de Igualdade Racial na SMED;1; 33.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;237;Qualificação, Profissionalização e Emprego;2404;Ações de Qualificação, Profissionalização e Emprego;13;Disponibilização de Vagas para o Programa Municipal de Qualificação - EDUCAÇÃO;1; 40.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;237;Qualificação, Profissionalização e Emprego;2702;Gestão do Programa Escola Integrada;10;Formação de Educadores do Programa;1; 50.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;241;Recomeço;2886;Gestão da Melhoria da Qualidade da Educação;6;Publicação de Material de Prevenção ao Uso de Drogas;1; 110.250,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2041;Formação para Profissionais da Educação;2;Formação de Professores da Educação Infantil;1; 74.600,00 ; 200,00 ; 200,00 ; 200,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;1;Subvenção Regular de Unidades Escolares da Educação Infantil;1; 12.789.473,00 ; 11.130.169,00 ; 11.130.169,00 ; 9.961.262,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;4;PAP - Projeto de Ação Pedagógica - Educação Infantil;1; 2.563.916,00 ; 3.149.803,00 ; 3.149.803,00 ; 3.149.803,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;9;Adequação dos Espaços Escolares da Educação Infantil;1; 1.746.000,00 ; 910.000,00 ; 910.000,00 ; 360.000,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;12;Contratação de Apoio Administrativo - Educação Infantil;1; 7.370.102,00 ; 10.087.494,00 ; 10.087.494,00 ; 9.156.418,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2542;Administração da Educação Infantil;1;Administração da Educação Infantil;1; 289.952.107,00 ; 292.702.258,15 ; 292.117.754,31 ; 291.959.402,13 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;1;Fornecimento de Kits Escolares - Educação Infantil;1; 13.999.631,00 ; 6.675.658,95 ; 5.934.776,75 ; 5.934.776,75 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;8;Operação e Manutenção da Educação - Educação Infantil;1; 8.724.706,00 ; 3.598.406,64 ; 3.470.603,43 ; 3.332.840,04 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2888;Conveniamento com Instituições de Educação Infantil;2;Gestão de Convênio com Instituições de Educação Infantil;1; 92.850.452,00 ; 86.598.975,27 ; 86.421.109,08 ; 85.139.300,08 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;205;Expansão da Educação Infantil ;1211;Construção, Ampliação e Reforma de Unidades de Ensino;1;Construção, Ampliação e Reforma de Unidades de Ensino;1; 10.064.243,00 ; 2.610.866,96 ; 2.610.866,96 ; 2.538.385,32 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;205;Expansão da Educação Infantil ;2707;Aquisição e Instalação de Equipamentos;1;Aquisição e Instalação de Equipamentos;1; 2.417.350,00 ; 85.132,55 ; 85.132,55 ; 85.132,55 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;205;Expansão da Educação Infantil ;2888;Conveniamento com Instituições de Educação Infantil;3;Aquisição de Materiais para Creches Conveniadas - Termos de Compromisso;1; 7.230.185,00 ; 2.852.776,29 ; 2.163.051,16 ; 1.083.428,35 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;207;Melhoria da Qualidade da Educação;2705;Mobilização da Comunidade Escolar;3;Publicação de Jornal Família Escola da Educação Infantil;1; 33.000,00 ; 5.000,00 ; 5.000,00 ; 5.000,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2041;Formação para Profissionais da Educação;4;Formação de Professores da Educação de Jovens e Adultos;1; 4.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;3;Subvenção Regular de Unidades Escolares da Educação de Jovens e Adultos;1; 1.309.011,00 ; 1.284.107,00 ; 1.284.107,00 ; 1.168.384,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;6;PAP - Projeto de Ação Pedagógica - EJA;1; 482.257,00 ; 363.923,00 ; 363.923,00 ; 363.923,00 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2080;Administração do Ensino Fundamental;1;Administração do Ensino Fundamental;1; 33.468.000,00 ; 41.920.451,50 ; 41.920.451,50 ; 41.920.451,50 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;3;Fornecimento de Kits Escolares - EJA;1; 1.520.106,00 ; 612.966,68 ; 533.440,90 ; 527.117,74 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;9;Operação e Manutenção da Educação - Educação de Jovens e Adultos;1; 237.666,00 ; 13.459,86 ; 13.459,86 ; 13.459,86 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;10;Operação e Manutenção da Educação -  Ensino Fundamental;1; 750.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;140;Gestão e Operacionalização da Política Educacional;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;Atendimento Educacional Especializado na Rede Privada;1; 529.389,00 ; 450.001,80 ; 411.794,10 ; 411.794,10 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;140;Gestão e Operacionalização da Política Educacional;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;5;Administração e Manutenção de Frota de Ônibus Acessíveis;1; 1.977.996,00 ; 1.923.121,42 ; 1.753.489,26 ; 1.753.489,26 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;207;Melhoria da Qualidade da Educação;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;4;Formação de Professores de Educação Especial;1; 429.100,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;207;Melhoria da Qualidade da Educação;2885;Transporte Escolar;2;Transporte Acessível;1; 6.453.883,00 ; 6.704.073,67 ; 6.135.291,04 ; 5.812.946,68 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;9;Ampliação de Alunos no Atendimento Educacional Especializado - AEE;1; 74.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;14;Realização da Mostra Literatura Afro-Brasileira;1; 300.000,00 ; -   ; -   ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;18;Gestão Ambiental;541;Preservação e Conservação Ambiental;69;Gestão da Política Ambiental;2564;Operacionalização das Políticas Ambientais;2;Gestão da Política de Educação Ambiental;0,25; 3.865.450,00 ; 3.264.634,27 ; 3.264.634,27 ; 3.264.634,27 
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;18;Gestão Ambiental;541;Preservação e Conservação Ambiental;69;Gestão da Política Ambiental;2564;Operacionalização das Políticas Ambientais;4;Reestruturação dos Centros Regionais de Educação Ambiental - CEAs;0,25; 7.250,00 ; 10,00 ; 10,00 ; -   
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;18;Gestão Ambiental;541;Preservação e Conservação Ambiental;69;Gestão da Política Ambiental;2564;Operacionalização das Políticas Ambientais;8;Educação Ambiental - Programa Pampulha;0,25; 1.500,00 ; -   ; -   ; -   
