Demonstrativo do Orçamento OCA 2º Quadrimestre 2016;;;;;;;;;;;;;;;;;;;;;;;
Eixo;Nome;Sub eixo;Nome;classif03;Função;Nome;Sub função;Nome;programa;Nome;Ação;Nome;Sub ação;Nome;indice_proporcionalidade;valor_credito_inicial;Orçado;valor_empenhado;valor_liquidado;valor_pago;Empenhado;Liquidado ;Pago
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;8;Assistência Social;306;Alimentação e Nutrição;236;Direito de Todos ;2331;Centro de Referência em Segurança Alimentar e Nutricional Sustentável;1;Implantação do Centro Metropolitano de Referência em Segurança Alimentar e Nutricional Sustentável;0.25;0;500.00;0.00;185.25;0.00;195.00;185.25;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;8;Assistência Social;306;Alimentação e Nutrição;236;Direito de Todos ;2331;Centro de Referência em Segurança Alimentar e Nutricional Sustentável;2;Promoção da Alimentação Saudável por meio da Educação Alimentar e Nutricional;0.25;0;40,227.00;2,884.30;3,844.96;3,042.69;7,165.65;5,871.09;4,441.01
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;8;Assistência Social;306;Alimentação e Nutrição;236;Direito de Todos ;2331;Centro de Referência em Segurança Alimentar e Nutricional Sustentável;3;Educação Alimentar e Nutricional com Atividades Lúdicas Educativas;0.85;0;850.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;8;Assistência Social;306;Alimentação e Nutrição;236;Direito de Todos ;2331;Centro de Referência em Segurança Alimentar e Nutricional Sustentável;4;Campanhas Educativas de Mobilização Social;0.85;0;850.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;8;Assistência Social;306;Alimentação e Nutrição;236;Direito de Todos ;2331;Centro de Referência em Segurança Alimentar e Nutricional Sustentável;5;Formação de Profissionais de Manipulação de Alimentos para a Rede Pública Conveniada e Não Conveniada;1;0;3,000.00;17,512.96;27,179.10;26,485.12;51,905.60;47,081.72;38,339.67
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;122;Administração Geral;140;Gestão e Operacionalização da Política Educacional;2317;Gestão Administrativa e Pedagógica;1;Gestão Administrativa;1;0;104,726,438.00;22,694,558.04;26,849,936.17;27,199,669.54;53,289,714.67;51,258,880.51;47,251,016.53
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;122;Administração Geral;140;Gestão e Operacionalização da Política Educacional;2317;Gestão Administrativa e Pedagógica;2;Gestão Pedagógica;1;0;350,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;122;Administração Geral;140;Gestão e Operacionalização da Política Educacional;2334;Gestão Compartilhada e Participação Social;1;Coordenação e Participação em Fóruns Governamentais e GTs;1;0;9,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;122;Administração Geral;140;Gestão e Operacionalização da Política Educacional;2334;Gestão Compartilhada e Participação Social;2;Apoio aos Conselhos Municipais;1;0;52,000.00;2,220.00;2,220.00;2,220.00;2,220.00;2,220.00;2,220.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;85;Gestão da Política de Tecnologia da Informação e Comunicação;2605;Evolução da Rede de Telecomunicações da PBH ;1;Serviços de Informática - Educação ;1;0;1,198,000.00;308,547.75;475,863.03;463,010.30;688,565.37;609,909.07;580,598.14
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2041;Formação para Profissionais da Educação;10;Formação de Professores do Ensino Fundamental em Cursos de Pós-graduação Lato Sensu e Stricto Sensu ;1;0;1,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;2;Subvenção Regular de Unidades Escolares do Ensino Fundamental;1;0;29,128,516.00;8,080,980.00;12,684,770.00;10,614,250.00;17,288,300.00;17,288,300.00;14,940,338.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;5;PAP - Projeto de Ação Pedagógica - Ensino Fudamental;1;0;6,339,827.00;1,500,135.00;2,508,514.00;2,008,433.00;3,516,804.00;3,516,804.00;3,016,723.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;10;Adequação dos Espaços Escolares do Ensino Fundamental;1;0;9,754,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;13;Contratação de Apoio Administrativo - Ensino Fundamental;1;0;206,084,849.00;47,080,062.00;62,828,624.00;62,852,088.00;110,010,826.00;103,733,555.00;94,317,470.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;14;Orçamento Participativo da Criança e do Adolescente - OPCA;1;0;540,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2080;Administração do Ensino Fundamental;1;Administração do Ensino Fundamental;1;0;735,100,503.00;206,411,122.65;207,209,773.00;206,408,729.45;399,736,991.59;398,049,088.09;351,370,829.21
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2317;Gestão Administrativa e Pedagógica;1;Gestão Administrativa;1;0;6,453,000.00;2,005,817.73;2,005,817.73;2,023,475.98;3,901,401.13;3,901,401.13;3,449,070.43
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2503;Gestão do Programa Bolsa Escola;1;Gestão do Programa Bolsa Escola;1;0;3,068,000.00;799,138.35;799,177.95;824,563.15;1,552,436.10;1,551,145.70;1,376,938.05
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2503;Gestão do Programa Bolsa Escola;2;Manutenção das Atividades do Bolsa Escola Municipal;1;0;533,112.00;1,890.00;13,714.00;13,714.00;41,490.00;31,039.00;31,039.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;2;Fornecimento de Kits Escolares - Ensino Fundamental;1;0;24,786,895.00;294,336.13;10,269,797.12;6,743,032.92;13,667,262.61;12,732,636.56;7,222,494.21
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;10;Operação e Manutenção da Educação -  Ensino Fundamental;1;0;18,300,887.00;1,925,128.87;3,956,258.73;3,614,147.76;5,382,803.27;4,768,377.47;3,993,725.65
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;16;Fórum de Educação Integral;1;0;498,560.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2885;Transporte Escolar;1;Transporte Escolar;1;0;13,273,387.00;3,052,821.32;3,395,978.43;3,672,395.32;7,297,960.54;6,032,740.95;5,503,946.94
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;140;Gestão e Operacionalização da Política Educacional;2886;Gestão da Melhoria da Qualidade da Educação;11;Ações Intersetoriais da Educação;1;0;6,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;1211;Construção, Ampliação e Reforma de Unidades de Ensino;4;Construção, Ampliação e Reforma de Unidades de Ensino;1;0;29,108,212.00;-156,721.59;378,188.25;745,899.24;1,211,518.59;1,130,825.10;1,042,467.16
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;2;Atendimento do Programa Escola Integrada;1;0;24,864,000.00;2,649,962.00;3,484,612.36;5,202,858.36;6,086,630.00;5,202,858.36;5,202,858.36
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;3;Publicações de Cadernos sobre o Programa;1;0;6,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;4;Manutenção de Convênios com Instituições - Ensino Fundamental;1;0;7,151,778.00;2,232,541.00;1,973,741.00;1,604,141.00;3,786,781.00;3,331,181.00;2,917,661.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;5;Programa Escola Aberta - Ampliação do Atendimento ;1;0;7,230,361.00;2,365,604.00;1,576,950.00;1,571,941.00;2,365,604.00;1,576,950.00;1,571,941.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;6;Programa Escola nas Férias;1;0;3,009,015.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;7;Consolidação e Ampliação de Parcerias;1;0;29,530,250.00;5,565,596.37;4,740,626.37;3,810,582.48;11,772,373.81;10,772,373.81;7,831,747.44
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;12;Projeto BH para Crianças;1;0;2,538,251.00;662,870.59;763,387.68;840,109.23;1,716,284.10;1,395,433.26;1,268,425.45
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;206;Expansão da Escola Integrada ;2702;Gestão do Programa Escola Integrada;14;Disponibilização de Vagas para o Ensino de Música em Escolas de Música;1;0;4,000,000.00;896,407.66;1,203,974.92;1,208,693.50;2,360,117.66;1,939,773.94;1,650,058.02
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2041;Formação para Profissionais da Educação;3;Formação dos Professores do Ensino Fundamental em Cursos/Oficinas Específicas para Alfabetização e Matemática;1;0;418,400.00;9,360.00;9,164.00;1,942.88;10,928.00;10,732.00;1,942.88
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2705;Mobilização da Comunidade Escolar;1;Formação e Mobilização da Comunidade Escolar;1;0;147,000.00;300.00;255.88;255.88;400.00;255.88;255.88
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2705;Mobilização da Comunidade Escolar;2;Realização do Fórum Família Escola;1;0;110,000.00;300.00;6,618.00;6,618.00;6,918.00;6,618.00;6,618.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2705;Mobilização da Comunidade Escolar;4;Publicação de Jornal Família Escola do Ensino Fundamental;1;0;120,000.00;0.00;10,000.00;10,000.00;10,000.00;10,000.00;10,000.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2706;Melhoria da Aprendizagem e Avaliação de Desempenho Escolar;3;Avaliação de Aprendizagem dos Alunos - Avalia BH e Avalia EJA;1;0;4,000,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2706;Melhoria da Aprendizagem e Avaliação de Desempenho Escolar;6;Ação de incentivo à Educação Especializada complementar para Garantia da Aprendizagem da Pessoa com Deficiência;1;0;500,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;4;Implantação do Observatório do Clima Escolar;1;0;232,627.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;5;Implementação da Política de Alfabetização;1;0;10,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;8;"Publicação da Revista ""Pensar Educação""";1;0;238,140.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;10;Cidades Educadoras;1;0;9,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;233;Manutenção da Cidade;1211;Construção, Ampliação e Reforma de Unidades de Ensino;3;Construção, Ampliação e Reforma de Unidades de Ensino;1;0;9,204,694.00;715,182.45;1,461,233.24;1,410,291.05;2,221,732.45;2,088,937.87;1,992,782.47
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;236;Direito de Todos ;2041;Formação para Profissionais da Educação;6;Qualificar Professores em História Indígena e Afro-brasileira;1;0;24,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;236;Direito de Todos ;2041;Formação para Profissionais da Educação;8;Formação de professores no projeto Educação para a Diversidade;1;0;8,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;236;Direito de Todos ;2386;Programa Municipal de Igualdade Racial;1;Atividades do Grupo de Promoção de Igualdade Racial na SMED;1;0;33,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;237;Qualificação, Profissionalização e Emprego;2404;Ações de Qualificação, Profissionalização e Emprego;13;Disponibilização de Vagas para o Programa Municipal de Qualificação - EDUCAÇÃO;1;0;40,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;237;Qualificação, Profissionalização e Emprego;2702;Gestão do Programa Escola Integrada;10;Formação de Educadores do Programa;1;0;50,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;361;Ensino Fundamental;241;Recomeço;2886;Gestão da Melhoria da Qualidade da Educação;6;Publicação de Material de Prevenção ao Uso de Drogas;1;0;110,250.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2041;Formação para Profissionais da Educação;2;Formação de Professores da Educação Infantil;1;0;74,600.00;0.00;0.00;0.00;200.00;200.00;200.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;1;Subvenção Regular de Unidades Escolares da Educação Infantil;1;0;12,789,473.00;3,230,431.00;5,050,362.00;4,246,224.00;6,870,082.00;6,870,082.00;5,907,040.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;4;PAP - Projeto de Ação Pedagógica - Educação Infantil;1;0;2,563,916.00;1,022,202.00;1,629,424.00;1,288,563.00;2,236,452.00;2,236,452.00;1,895,591.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;9;Adequação dos Espaços Escolares da Educação Infantil;1;0;1,746,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;12;Contratação de Apoio Administrativo - Educação Infantil;1;0;7,370,102.00;2,628,906.00;3,457,239.00;3,436,668.00;5,997,034.00;5,646,518.00;5,120,732.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2542;Administração da Educação Infantil;1;Administração da Educação Infantil;1;0;289,952,107.00;95,840,244.01;96,136,430.36;95,385,968.64;179,222,091.50;178,846,877.95;157,018,457.67
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;1;Fornecimento de Kits Escolares - Educação Infantil;1;0;13,999,631.00;84,503.87;4,831,022.20;3,453,741.68;5,934,776.75;5,281,655.83;3,494,633.94
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;8;Operação e Manutenção da Educação - Educação Infantil;1;0;8,724,706.00;1,676,343.27;2,290,648.25;1,859,512.91;3,152,989.24;2,447,712.17;1,896,446.09
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;140;Gestão e Operacionalização da Política Educacional;2888;Conveniamento com Instituições de Educação Infantil;2;Gestão de Convênio com Instituições de Educação Infantil;1;0;92,850,452.00;23,492,906.27;31,183,087.27;30,519,950.84;53,629,018.27;52,468,867.27;45,840,252.84
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;205;Expansão da Educação Infantil ;1211;Construção, Ampliação e Reforma de Unidades de Ensino;1;Construção, Ampliação e Reforma de Unidades de Ensino;1;0;10,064,243.00;1,210,537.43;1,261,586.49;1,973,225.08;2,370,756.85;2,224,957.13;2,119,874.78
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;205;Expansão da Educação Infantil ;2707;Aquisição e Instalação de Equipamentos;1;Aquisição e Instalação de Equipamentos;1;0;2,417,350.00;29,082.55;75,627.60;56,050.00;85,132.55;75,627.60;56,050.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;205;Expansão da Educação Infantil ;2888;Conveniamento com Instituições de Educação Infantil;3;Aquisição de Materiais para Creches Conveniadas - Termos de Compromisso;1;0;7,230,185.00;1,608,566.31;172,905.52;172,905.52;1,608,566.31;172,905.52;172,905.52
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;365;Educação Infantil;207;Melhoria da Qualidade da Educação;2705;Mobilização da Comunidade Escolar;3;Publicação de Jornal Família Escola da Educação Infantil;1;0;33,000.00;0.00;5,000.00;5,000.00;5,000.00;5,000.00;5,000.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2041;Formação para Profissionais da Educação;4;Formação de Professores da Educação de Jovens e Adultos;1;0;4,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;3;Subvenção Regular de Unidades Escolares da Educação de Jovens e Adultos;1;0;1,309,011.00;403,190.00;598,893.00;478,241.00;794,419.00;794,419.00;660,065.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2046;Gestão Descentralizada da Educação;6;PAP - Projeto de Ação Pedagógica - EJA;1;0;482,257.00;109,195.00;182,052.00;145,630.00;254,728.00;254,728.00;218,306.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2080;Administração do Ensino Fundamental;1;Administração do Ensino Fundamental;1;0;33,468,000.00;14,098,056.94;14,098,056.94;13,999,296.94;26,895,187.28;26,895,187.28;23,640,584.02
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;3;Fornecimento de Kits Escolares - EJA;1;0;1,520,106.00;0.00;0.00;110,457.10;527,117.74;527,117.74;527,117.74
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;366;Educação de Jovens e Adultos;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;9;Operação e Manutenção da Educação - Educação de Jovens e Adultos;1;0;237,666.00;0.00;0.00;0.00;13,459.86;13,459.86;13,459.86
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;140;Gestão e Operacionalização da Política Educacional;2700;Operação e Manutenção da Educação;10;Operação e Manutenção da Educação -  Ensino Fundamental;1;0;750,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;140;Gestão e Operacionalização da Política Educacional;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;Atendimento Educacional Especializado na Rede Privada;1;0;529,389.00;113,915.55;150,000.60;150,000.60;308,491.80;264,623.70;264,623.70
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;140;Gestão e Operacionalização da Política Educacional;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;5;Administração e Manutenção de Frota de Ônibus Acessíveis;1;0;1,977,996.00;1,244,592.95;1,057,997.42;924,551.75;1,244,592.95;1,057,997.42;924,551.75
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;207;Melhoria da Qualidade da Educação;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;4;Formação de Professores de Educação Especial;1;0;429,100.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;207;Melhoria da Qualidade da Educação;2885;Transporte Escolar;2;Transporte Acessível;1;0;6,453,883.00;1,840,104.56;2,256,487.20;2,655,299.77;4,390,755.23;3,878,803.84;3,333,298.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;9;Ampliação de Alunos no Atendimento Educacional Especializado - AEE;1;0;74,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;EX;12;Educação;367;Educação Especial;207;Melhoria da Qualidade da Educação;2886;Gestão da Melhoria da Qualidade da Educação;14;Realização da Mostra Literatura Afro-Brasileira;1;0;300,000.00;0.00;0.00;0.00;0.00;0.00;0.00
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;18;Gestão Ambiental;541;Preservação e Conservação Ambiental;69;Gestão da Política Ambiental;2564;Operacionalização das Políticas Ambientais;2;Gestão da Política de Educação Ambiental;0.25;0;3,865,450.00;1,092,635.43;1,092,635.43;1,091,418.20;2,104,739.64;2,104,739.64;1,857,350.35
AEQ;EIXO: Acesso à Educação de Qualidade;EDU;SUB-EIXO: Educação;NEX;18;Gestão Ambiental;541;Preservação e Conservação Ambiental;69;Gestão da Política Ambiental;2564;Operacionalização das Políticas Ambientais;4;Reestruturação dos Centros Regionais de Educação Ambiental - CEAs;0.25;0;7,250.00;0.00;0.00;0.00;0.00;0.00;0.00
