"ID_TGC","IDENT_TERRITORIO_GEST_COMPART","DESC_TERRITORIO_GEST_COMPART","GEOMETRIA"
"8","NO2","Território 2 da Regional NOROESTE","POLYGON ((608881.90007587 7798524.44284003,608841.800311151 7798522.49324493,608841.38800736 7798559.75592191,608841.247815513 7798595.91868259,608839.978020012 7798669.20420687,608840.200629082 7798699.86816752,608840.299531165 7798744.43925361,608743.130058266 7798740.85005061,608717.971819392 7798740.8500542,608661.891513602 7798748.03857453,608671.951552916 7798825.69321378,608683.405078267 7798928.5227953,608701.768740077 7799064.40594452,608632.107413493 7799060.61663347,608583.877229442 7799059.84685052,608561.052583182 7799059.43684819,608558.0098921 7799178.72326721,608587.447747131 7799195.739893,608610.478490459 7799210.5869075,608621.998019469 7799219.0652193,608627.209429896 7799225.10403084,608663.664499706 7799261.96669754,608687.082838581 7799292.58065234,608675.654024574 7799310.44718727,608658.799393352 7799340.61114015,608649.935080347 7799358.94757401,608645.845075131 7799369.67539498,608640.658470359 7799386.38211905,608638.423776591 7799408.77766813,608641.400579424 7799434.16260543,608650.363902637 7799459.53755699,608663.342922302 7799481.62318163,608677.451658649 7799499.98952002,608728.749349903 7799553.59891002,608745.925487549 7799565.54652542,608747.277790982 7799587.84216258,608750.312295587 7799606.62839926,608756.373010421 7799632.69324629,608763.637730726 7799659.35798356,608771.520745768 7799678.15422006,608778.793659818 7799693.90114272,608797.577801143 7799730.87381766,608816.650543306 7799772.76548129,608626.104522704 7799886.92291188,608602.207972037 7799899.61033702,608503.455206568 7799914.97738011,608392.069706301 7799934.17352926,608395.772123086 7799957.64888336,608396.448320325 7799984.4536288,608393.727126363 7800004.46966428,608388.078716542 7800025.74540595,608375.363602306 7800076.03538344,608360.727085141 7800124.47587492,608347.401758456 7800149.23092261,608332.790039173 7800165.73765332,608314.574909933 7800178.78508063,608284.287758335 7800197.09142224,608246.158788048 7800220.0668658,608226.319160064 7800234.70400056,608211.690930454 7800246.71162359,608199.437508331 7800259.63904386,608183.671389008 7800279.73508533,608169.14216575 7800308.4494317,608158.340049441 7800332.46467515,608146.144332639 7800363.86844152,608125.183307036 7800415.30822964,608105.500378052 7800452.14090283,608102.474169647 7800457.72981728,608093.906651689 7800473.47674221,608084.926943437 7800487.31395907,608078.75903408 7800494.77248627,608069.333921349 7800507.06999856,608045.890874727 7800533.50485332,607974.902062049 7800613.63891368,607914.302971712 7800682.12533899,607881.847209763 7800656.3404945,607793.269833506 7800587.51418207,607467.078923426 7800321.9868559,607379.169459831 7800260.70896496,607347.200198208 7800238.07342388,607203.482527203 7800164.08811801,607143.155621294 7800131.07466922,607098.067135024 7800106.29962871,607064.41567216 7800086.62349091,607010.314367617 7800046.95143128,606950.325458396 7799995.30164369,606896.817958022 7799932.51404484,606852.001469508 7799864.14762503,606758.253970285 7799689.11232086,606571.830888303 7799333.80281657,606522.330788034 7799241.23116135,606490.336729175 7799177.68375462,606436.243721219 7799087.3216987,606402.443754993 7799047.14962602,606372.849299591 7799015.80588428,606350.865756854 7798995.82983873,606326.22701257 7798974.524006,606270.303406782 7798933.96204124,606181.074640819 7798872.05435228,606107.257402609 7798818.57495638,606019.199535733 7798754.18776403,605993.61258379 7798735.92133862,605975.982846557 7798723.35390993,606007.209997559 7798686.58114464,606039.088661295 7798668.81470585,606127.286585304 7798505.95689694,606193.62481304 7798533.2815351,606258.84979887 7798313.66504433,606223.483126377 7798297.46821169,606242.819763438 7798261.05545105,606260.589582258 7798222.28317799,606302.965248087 7798148.90764338,606325.723881827 7798104.64646079,606362.047044417 7798043.87843836,606366.730652956 7798044.61835097,606494.945975589 7798027.93159521,606593.880152549 7798012.70465338,606607.386969139 7798005.32614494,606629.749803367 7797960.56495218,606643.751323248 7797934.02020257,606656.845743066 7797919.09317886,606672.603667839 7797904.41605831,606686.514500697 7797896.31763759,606706.189129583 7797884.24011968,606713.98153852 7797881.2606989,606719.704152751 7797880.12090479,606799.85419535 7797876.8314891,606910.489291895 7797874.49196201,607019.236080768 7797870.95263875,607130.481375245 7797868.20323099,607242.411079884 7797863.87400703,607353.326570239 7797860.13478245,607394.811643343 7797859.42486491,607488.501414625 7797855.84555726,607547.855315822 7797854.41583434,607597.28941021 7797872.67227143,607649.411703877 7797892.32829614,607685.165871571 7797903.76611693,607804.170486768 7797947.1374679,607871.72911023 7797972.56241373,607914.599483569 7797987.819431,607947.673744904 7797999.08714962,607980.368705829 7798011.43465849,608014.506667436 7798023.79227707,608062.456557103 7798040.49889983,608088.612502176 7798051.39670965,608116.219752102 7798066.64374419,608130.023377017 7798073.92224361,608159.807535101 7798092.8085754,608214.032439461 7798126.74183807,608286.15097632 7798173.84240409,608350.16389497 7798212.67476246,608359.597205437 7798217.76377427,608402.459287923 7798246.09812402,608464.938407383 7798280.25136562,608481.430133944 7798287.4798777,608595.734738955 7798327.841933,608653.142546024 7798345.05845575,608688.789514489 7798356.62617386,608741.439607893 7798366.10428149,608774.563267058 7798367.95388804,608803.745517095 7798367.08407328,608844.46368516 7798363.68476669,608881.90007587 7798524.44284003))"
"9","NO3","Território 3 da Regional NOROESTE","POLYGON ((603140.840303766 7800625.56724561,603124.711330927 7800583.7155522,603101.647572192 7800517.60865227,603100.212787926 7800513.63943158,603077.635540374 7800451.27180309,603054.415107328 7800384.36506495,603029.050742955 7800319.29796912,603021.563473096 7800298.69204515,603009.549206329 7800295.00277786,603009.400781542 7800294.97279194,603009.260606183 7800294.9327899,603009.112181395 7800294.89280348,603008.971995208 7800294.84281654,603008.831819848 7800294.79282959,603008.691633662 7800294.73284214,603008.55970773 7800294.67285467,603008.419521541 7800294.60286671,603008.287584782 7800294.53287873,603008.163897454 7800294.46289075,603008.031971519 7800294.38290225,603007.908284188 7800294.29292887,603007.78458603 7800294.20293986,603007.669148129 7800294.11295084,603007.553710226 7800294.01297694,603007.454760358 7800293.91300303,603007.339311628 7800293.8130135,603007.232112327 7800293.70303908,603007.133162459 7800293.59306465,603007.034212586 7800293.47308971,603006.943512146 7800293.36309966,603006.852800876 7800293.23313983,603006.770349866 7800293.11314925,603006.687888026 7800292.98318943,603006.613675616 7800292.85321396,603006.547712637 7800292.7232385,603006.481738833 7800292.59326304,603006.407526422 7800292.45328705,603006.358051475 7800292.31331107,603006.308576528 7800292.17335072,603006.259101581 7800292.03337474,603006.217876064 7800291.88339823,603006.184889152 7800291.74342226,603006.143663633 7800291.59346137,603006.118926151 7800291.4534854,603006.09417784 7800291.30350889,603006.077689786 7800291.15354802,603006.069440336 7800291.00357151,603006.061201712 7800290.85361063,603006.061201199 7800287.04436677,603006.704374657 7800282.59524597,603027.921042679 7800204.17078123,602828.881765157 7800140.66339886,602628.020143138 7800077.27599163,602654.844008375 7799991.52297531,602683.531443226 7799902.61059223,602649.81399718 7799892.65256618,602603.818432483 7799878.65534852,602574.347624066 7799868.49737405,602542.980258699 7799858.22940977,602517.549939123 7799850.46094896,602483.807755558 7799840.06302515,602491.814516948 7799815.86781973,602496.292028755 7799803.74022323,602503.210331551 7799784.32406198,602508.784540881 7799769.86692298,602510.491446676 7799763.43819968,602512.552915251 7799754.64994805,602473.533369578 7799741.23260319,602416.966560464 7799723.50613158,602355.097662737 7799703.75005573,602313.043625825 7799689.26293719,602339.537654687 7799603.9798359,602138.906919364 7799539.92255017,602165.55762266 7799456.17913787,602164.798999859 7799455.98919066,602135.583815626 7799446.52106431,602098.386603924 7799434.81338573,602075.825851906 7799427.66481595,602022.532670099 7799410.96813151,601967.235731887 7799392.89171974,601981.426899808 7799348.17057707,601990.233509088 7799321.03595394,601995.238756744 7799306.46884059,601994.752256024 7799299.94012804,601985.022104875 7799280.11405721,601971.63902479 7799250.97983365,601956.318151008 7799218.58626992,601945.969562767 7799195.01094279,601937.02277207 7799176.76454728,601931.968035367 7799166.66655702,601931.069236891 7799164.06707897,601931.052737742 7799161.90749855,601931.539248072 7799159.33800622,601933.246143626 7799157.27841512,601953.308398824 7799148.41017259,601957.159225977 7799146.53054363,601958.973320951 7799145.4707542,601960.185467363 7799144.41096487,601961.381114841 7799142.80128772,601962.106761348 7799141.29158454,601962.271673905 7799139.36196912,601962.156235707 7799137.04242731,601961.141987584 7799127.47432328,601941.846597287 7799081.64340896,601936.676422173 7799067.6361853,601932.883317958 7799058.89792144,601931.737134084 7799056.78832812,601930.582711462 7799053.59896022,601923.400541191 7799037.11223361,601922.196643712 7799034.45276813,601915.979234156 7799015.15658361,601915.822570323 7799011.81725469,601916.18538238 7799008.29794765,601929.609687771 7798954.98851724,601929.642663829 7798954.90852872,601934.425285078 7798939.92150307,601942.506247413 7798911.02722657,601949.465774743 7798884.34250196,601953.201162624 7798872.12493217,601955.938792389 7798865.07633293,601958.701170773 7798860.4972364,601964.415567211 7798852.94873591,601976.495794036 7798835.1322661,601982.630737861 7798825.16423418,601984.692207115 7798821.43497856,601985.863117065 7798819.34538598,601986.695951947 7798817.21580698,601988.336884336 7798813.63651231,601992.608258032 7798803.02861942,602002.618764667 7798777.67365069,602015.391638755 7798746.9697331,602016.661509245 7798743.8103508,602018.896140562 7798738.72136859,602012.942606795 7798736.57178948,602009.446353131 7798735.19206234,601990.612741176 7798727.72353803,601971.41630589 7798720.41499078,601953.036217754 7798713.25641993,601929.180868011 7798704.60813214,601919.186845548 7798701.05884056,601918.477696382 7798691.18079859,601917.793284704 7798681.48271906,601916.927471827 7798669.17516084,601915.707073548 7798651.97856863,601918.782788758 7798641.61062581,601918.106627771 7798641.36067549,601910.35548684 7798638.57121977,601901.672571669 7798635.45184088,601895.183052277 7798633.11231451,601894.795502269 7798632.97233857,601897.170308746 7798626.43362512,601896.411685651 7798624.02411,601895.570611777 7798623.23427239,601894.383202604 7798622.61439675,601892.511383109 7798622.43441894,601891.027124458 7798622.46442069,601890.087089942 7798621.97452048,601889.485141268 7798621.13468026,601889.278991923 7798619.60499181,601889.468652689 7798617.04550006,601890.161301288 7798614.14606878,601891.431171768 7798610.9167141,601892.338218986 7798608.38720818,601893.608089393 7798604.6179506,601895.455159796 7798598.77911717,601896.362207039 7798596.43957419,601900.683056301 7798590.61072532,601898.036123623 7798572.6442966,601896.032376405 7798558.97699636,601895.719027824 7798557.8172333,601897.318723236 7798549.34890456,601896.815724121 7798546.29951256,601898.53086862 7798540.59063898,601901.120084211 7798531.94236331,601901.845719767 7798529.50284643,601905.531632829 7798518.09509978,601914.536142306 7798494.65974607,601915.946188108 7798491.20042637,601920.052638229 7798481.1124354,601929.535409997 7798465.51551822,601937.220575693 7798457.48711766,601961.405757425 7798432.73202181,601977.353310905 7798417.88495505,601981.839073204 7798413.71578573,601984.642677347 7798411.10629104,601992.616442969 7798401.51820041,601998.759636246 7798391.73013094,602009.256643874 7798375.01345258,602007.219911506 7798374.40356195,602009.495778138 7798361.76608001,602010.543000281 7798356.0372055,602015.399833911 7798341.0001929,602017.535514459 7798329.0725602,602020.306131063 7798321.64401943,602022.095488071 7798316.84497416,602024.090994145 7798311.48604052,602024.915579584 7798309.27647303,602023.307633612 7798309.28647376,602022.920072066 7798303.82755089,602022.672696939 7798300.16828358,602021.699684608 7798286.61097327,602021.328621945 7798281.33201284,602020.207174368 7798270.49415567,602007.615704177 7798242.92962259,601991.775345398 7798223.44349206,601989.515964718 7798220.51407525,601982.317307384 7798211.24590944,601982.292569914 7798211.18592196,601987.083431753 7798211.10593281,601993.713126168 7798211.00595801,601993.713126157 7798210.92596949,601995.453008878 7798210.91596875,601995.485993539 7798194.21927721,601995.222118038 7798179.23225226,601995.147904588 7798171.31382717,601994.776840898 7798158.34639104,601994.183128485 7798139.9700346,601994.15839071 7798137.65049279,601994.249101633 7798135.18099007,601987.306057358 7798124.55309767,601984.923000123 7798121.14376544,601980.428986918 7798114.25512857,601970.492687259 7798099.028155,601961.29027306 7798084.91095746,601949.779014273 7798069.30404258,601938.861454779 7798054.91689381,601929.386917756 7798041.57954914,601925.461877206 7798035.90067788,601922.798458439 7798032.48134517,601918.452870297 7798027.69230123,601910.495590266 7798018.97402334,601899.256444028 7798006.70645296,601883.762410178 7797990.40969044,601876.225667148 7797982.57123924,601873.512773565 7797979.99176247,601871.129705729 7797978.27209573,601864.673172906 7797973.44305,601854.019487845 7797966.0345277,601842.31031958 7797958.32605252,601834.328302506 7797952.75715624,601824.771315358 7797945.91852264,601816.162612294 7797940.59957686,601813.927969047 7797937.42020963,601811.652100309 7797934.29082936,601809.93696554 7797931.76132379,601808.625868777 7797929.0918578,601807.479684825 7797926.38238972,601806.968436136 7797922.23322211,601806.877734025 7797909.60570976,601806.580882427 7797894.36873438,601806.382970402 7797883.20095379,601806.382967858 7797864.14473401,601806.26752976 7797862.57504348,601805.096617862 7797850.05752135,601804.981168944 7797848.53781777,601804.956431197 7797846.40823891,601804.898705294 7797834.83053085,601803.331981517 7797810.07543846,601802.911443115 7797798.70769443,601801.905442779 7797776.78204515,601801.179805718 7797767.93379083,601800.346969637 7797761.06515451,601799.274997787 7797756.17612059,601797.74951292 7797750.80718691,601796.092091505 7797746.94795632,601793.239011363 7797741.51903533,601789.182034048 7797735.70018811,601784.556084353 7797730.71118074,601774.75172244 7797722.89273088,601764.485587117 7797713.54457698,601749.098763911 7797701.20703479,601737.801893747 7797692.10883145,601734.800389153 7797689.15941371,601723.190169907 7797675.13220553,601720.980274883 7797671.44293693,601716.857334546 7797665.15417478,601713.212644602 7797658.71545169,601710.804849581 7797652.86661832,601708.809341829 7797645.63804167,601707.259108428 7797638.42948162,601706.615933513 7797632.01074354,601705.8820469 7797622.23269113,601704.801835449 7797609.8651455,601704.208124873 7797605.21606142,601706.030467182 7797588.45938218,601708.545458528 7797572.09262927,601710.755362258 7797559.88504459,601712.181895494 7797551.93661776,601714.424775395 7797540.50888591,601716.016232638 7797535.2899127,601717.591191202 7797531.45068271,601720.666907316 7797527.87138784,601725.325842659 7797523.51225555,601732.161674789 7797518.97314493,601743.466792275 7797512.27446891,601749.609975671 7797509.60500192,601756.684955092 7797508.29526138,601766.175967328 7797506.75557112,601775.131004879 7797505.88574369,601778.495332338 7797505.18587894,601781.678237221 7797503.9461269,601787.755457563 7797500.59678102,601801.987866588 7797491.88851631,601817.407673646 7797481.48056981,601824.565103628 7797476.91147322,601832.555368761 7797472.2524031,601845.798268682 7797465.60371378,601840.982667961 7797455.03580858,601837.791512575 7797448.23716057,601834.625083902 7797441.99838526,601833.182050342 7797438.96899443,601823.43541025 7797412.1143102,601815.04934239 7797391.98830185,601807.240475493 7797377.06126538,601799.810930792 7797361.99425288,601794.335657091 7797350.94644797,601790.047793025 7797344.00782411,601782.898610588 7797334.4297204,601775.897853255 7797327.251147,601775.427830565 7797326.86122066,601769.251658818 7797318.58285591,601764.790632639 7797312.6340489,601759.232907537 7797298.54683681,601748.092708638 7797267.31302007,601759.529752591 7797264.7235409,601777.819127836 7797259.87449083,601801.122012779 7797253.92568012,601827.921150435 7797242.28798101,601847.958657053 7797231.63008347,601873.215822182 7797217.42289232,601928.455016888 7797174.41141083,601972.702453243 7797137.18879265,602017.642549578 7797101.27589835,602161.698214609 7796982.39943516,602180.507085981 7796966.88250527,602192.051328207 7796956.78451282,602193.106800408 7796955.76470994,602203.158534649 7796946.37656689,602204.692268048 7796945.04684167,602196.025840205 7796936.50852632,602192.875910662 7796932.29937159,602192.480110626 7796927.70027445,602194.318942037 7796919.02199733,602199.060327878 7796911.00358207,602204.057338244 7796906.40449983,602215.733506522 7796897.27630751,602227.360210281 7796885.03873566,602253.796533991 7796862.9531057,602257.482437109 7796858.22403255,602277.643636999 7796811.33332391,602305.687890176 7796746.94608449,602329.24639223 7796689.2875061,602339.512523454 7796668.12170714,602347.139964122 7796655.24425899,602356.251674462 7796643.84651214,602366.979569293 7796631.80890388,602380.280192746 7796619.15140384,602390.47210239 7796610.21317466,602408.472877177 7796603.0945854,602426.226277265 7796595.52608228,602434.991653514 7796593.26652676,602449.743550023 7796590.29712124,602458.096639021 7796589.55725373,602464.363510025 7796589.12734004,602489.595939688 7796590.04716547,602447.376967312 7796486.2777272,602429.772002557 7796491.76665401,602423.23300864 7796492.29654166,602415.003607015 7796493.43632046,602403.599549725 7796494.2061743,602396.351408105 7796495.78585071,602385.54929961 7796498.30535743,602378.037295216 7796499.1251977,602373.370120753 7796499.5651117,602367.276401198 7796500.19498884,602359.203684605 7796501.29476555,602349.696173549 7796503.03441927,602347.049243351 7796503.59430795,602338.358068595 7796505.29397514,602334.457766371 7796506.013841,602303.123389772 7796508.67331085,602292.032670372 7796511.61272995,602266.627088964 7796508.26340392,602260.401443292 7796507.453566,602255.552857013 7796506.83369085,602254.546859584 7796506.70371551,602242.235743598 7796505.10402507,602229.528828182 7796503.45436334,602218.916369588 7796503.15441176,602217.926860209 7796503.12442596,602216.929112226 7796503.09442454,602203.240936586 7796499.36517104,602190.171197368 7796494.33616274,602183.632213617 7796489.94704604,602181.636706402 7796486.73767723,602175.213159742 7796476.37973624,602173.910301659 7796474.27014296,602170.66142213 7796469.07118706,602162.489742964 7796456.04376452,602160.139672597 7796452.4044829,602155.876546042 7796445.80579851,602154.202625888 7796442.83637957,602151.745356142 7796438.50723416,602146.987469248 7796430.12889532,602146.71535708 7796429.63899502,602144.909510975 7796426.44962722,602139.772312599 7796417.3514387,602137.735579768 7796413.25224264,602133.068403979 7796403.78412867,602131.287295282 7796400.18483342,602128.797038546 7796395.1358383,602127.92296682 7796393.346199,602126.216070535 7796389.90688076,602124.73181148 7796386.88747483,602118.737051211 7796377.08942212,602117.401217048 7796374.88985544,602109.056375666 7796362.06239638,602102.113331424 7796351.56447948,602094.807474325 7796338.57705889,602101.775254063 7796334.38788822,602096.275242923 7796323.50004471,602094.560097211 7796320.08072751,602088.293213757 7796308.3530438,602087.592315167 7796307.0433043,602081.242980696 7796295.1556592,602073.846412404 7796282.608152,602066.482841681 7796268.94085252,602064.775934449 7796264.58172109,602062.796925843 7796259.49273946,602060.45509404 7796255.56350535,602060.265432819 7796254.69367914,602059.160484879 7796249.64468384,602057.775175309 7796243.8458373,602056.670227413 7796239.1267653,602056.117753473 7796236.8272246,602055.837391785 7796235.64746051,602055.416843863 7796234.06776951,602053.652222781 7796227.3291088,602052.225687772 7796221.98017615,602051.203201806 7796218.06094239,602050.980553702 7796217.28110522,602050.395103712 7796215.11152436,602049.125232175 7796210.39246801,602048.960319273 7796209.76259171,602048.490296419 7796208.13291376,602046.799887836 7796202.20409179,602044.161205761 7796192.98591236,602040.755651128 7796181.09826688,602040.236164148 7796179.28862649,602039.535254582 7796176.84910982,602038.34784483 7796171.87010252,602038.018019013 7796170.49037497,602036.476035141 7796164.03165058,602035.981274872 7796162.76191312,602033.400316627 7796149.59451385,602032.006757447 7796142.45592616,602029.887562467 7796135.89722793,602026.449021114 7796125.30933716,602023.365064658 7796115.83120683,602022.796091929 7796114.06156854,602022.540478322 7796111.32209879,602021.971505498 7796108.83259514,602020.520232897 7796102.52384724,602018.44226308 7796093.45564424,602013.560697971 7796072.16987237,602011.779578981 7796072.5497985,602011.680628793 7796070.06027916,602011.68887662 7796058.0726593,602011.697125503 7796053.98346348,602011.72186289 7796053.40358975,602011.820812285 7796049.96427127,602012.059936437 7796042.06583157,602012.150647313 7796039.26638993,602012.30731 7796034.03743202,602012.332047398 7796033.54751607,602012.719606512 7796020.82004539,602012.802067977 7796018.16056412,602016.718856554 7796004.89320569,602018.178385827 7795984.4172561,602018.582422304 7795972.84954852,602024.643154433 7795968.26046666,602032.353057749 7795961.59177706,602037.02023156 7795956.30283108,602037.886053485 7795955.32301468,602040.236133367 7795949.16424278,602041.943028497 7795943.98527163,602043.616936428 7795936.5167446,602045.076467434 7795928.99824626,602046.008251492 7795921.81965619,602047.541983957 7795913.52130503,602049.265366744 7795905.52289121,602051.079460297 7795893.89519597,602052.55547898 7795883.71721636,602053.907799402 7795872.65941003,602055.581717353 7795859.17207178,602057.255635568 7795847.66435151,602058.195657339 7795833.82710464,602058.979016151 7795823.19921124,602059.053227473 7795815.20079765,602059.655174246 7795801.85343553,602059.580960841 7795794.27493429,602059.919045605 7795785.86660885,602060.232381754 7795775.03875204,602060.405554307 7795771.15952018,602060.455029181 7795770.75959324,602061.188901002 7795750.87353363,602062.252617618 7795712.37116761,602069.715143365 7795683.81683076,602083.716662521 7795650.98333426,602085.992529549 7795641.3752434,602097.140956624 7795594.7644724,602092.358343615 7795590.24537999,602081.432546617 7795583.83664382,602069.311080178 7795576.66807165,602061.485737383 7795571.40911326,602054.781829863 7795566.00017822,602043.410747452 7795557.78181729,602025.261545333 7795545.6642244,602017.230042559 7795540.31527702,602010.715796303 7795536.08612171,602005.182799188 7795532.01692766,601999.625064411 7795526.478017,601994.092077883 7795520.61918354,601988.526104403 7795514.33043724,601984.155778747 7795509.05147736,601979.612291072 7795505.47218352,601975.885150651 7795502.8427043,601972.322923122 7795500.77312901,601966.155001539 7795497.87369866,601958.915108685 7795494.43438117,601949.325145519 7795487.74570847,601941.005042544 7795481.88687538,601931.596480455 7795476.88786816,601927.869340062 7795474.45833678,601920.522247717 7795469.45932928,601913.257617186 7795464.4103348,601906.075448437 7795459.08138833,601899.858051718 7795454.6222836,601893.195369698 7795449.21334855,601888.148883223 7795444.91420505,601883.605395316 7795439.59525875,601880.142128218 7795435.64603939,601875.004941049 7795429.32729147,601867.295025174 7795422.99855901,601862.586624711 7795419.61922865,601856.938189747 7795415.83997149,601853.656323651 7795413.03052978,601850.687805793 7795408.83135992,601847.752274859 7795404.86215508,601845.905192005 7795398.46341821,601844.965156739 7795392.31463165,601844.635319368 7795385.48598173,601844.025120245 7795376.98766738,601843.868455994 7795370.5089574,601843.868454933 7795362.56053079,601842.936668642 7795353.03242887,601843.200530303 7795345.45392759,601842.837705306 7795333.13636886,601842.33470513 7795322.1085487,601841.90591753 7795312.47045665,601841.394679119 7795304.21209221,601840.710267515 7795295.03391459,601840.207267158 7795282.64636788,601839.794967674 7795273.62816725,601838.632295028 7795265.93969174,601836.859434907 7795255.92167397,601834.797952963 7795245.62370426,601833.025093226 7795238.46513123,601830.510087915 7795231.2365703,601828.135279679 7795224.53789612,601826.972607454 7795219.99878656,601825.612035394 7795214.52987897,601824.696737759 7795209.65084556,601823.23721566 7795202.80219475,601821.884892887 7795196.25349694,601820.318171222 7795187.29526832,601819.204973461 7795179.28685438,601822.668251019 7795180.50662012,602612.467807134 7795684.55660875,602720.991956838 7795748.79386884,602802.791188488 7795797.21425217,602873.458460744 7795821.1994985,602955.480313414 7795830.02772518,603028.670824199 7795821.19947756,603114.477536011 7795790.91546255,603202.758024148 7795741.99513981,603244.061670573 7795711.27123306,603284.004756678 7795681.91703793,603320.187716602 7795658.36170566,603373.777741918 7795632.07690178,603430.105409906 7795614.3204135,603476.52975799 7795608.52156049,603517.965356027 7795607.67172968,603560.85222642 7795611.25101832,603609.321557976 7795618.41958553,603683.394381599 7795630.02726943,603800.486012766 7795648.1136731,603851.948598684 7795652.32283687,603874.872172933 7795651.93290734,603882.928435938 7795824.37872929,603894.002671516 7795931.96740037,603908.870026651 7796001.89354536,603938.942795954 7796103.49340419,603965.03279804 7796182.45774939,603987.164772012 7796250.82418775,604004.629568917 7796300.49434749,604021.97892941 7796360.96236248,604038.668615048 7796407.20318875,604050.633400771 7796445.83552851,604064.024731233 7796481.66842644,604075.742141454 7796513.94203117,604081.283389043 7796525.53972387,604100.718953217 7796560.06288138,604138.740756959 7796618.75125465,604185.684610357 7796669.291221,604267.046797945 7796734.65826185,604289.995112089 7796751.82484951,604326.054391627 7796778.80950556,604465.987136832 7796885.69829482,604481.82749449 7796896.7460983,604473.507387562 7796862.27294186,604479.716544163 7796855.46429206,604487.261523481 7796846.2960982,604486.181313545 7796845.30629716,604485.966924717 7796837.3878721,604496.513410434 7796844.29649354,604500.776536399 7796846.42607182,604550.161155188 7796781.80888,604555.644677889 7796789.44735235,604560.295354464 7796796.09603926,604562.23314912 7796806.32400538,604562.332099573 7796810.68315264,604567.823860416 7796814.95229452,604575.937814144 7796819.79134051,604583.474556818 7796824.91032292,604580.134978118 7796828.98951869,604580.110240906 7796830.82916069,604583.227183345 7796833.4086374,604596.783423465 7796845.97614478,604599.570540243 7796848.3556737,604612.483595159 7796858.57365341,604637.996378097 7796878.14977156,604636.924418614 7796884.62848172,604641.335969546 7796888.08780062,604644.073600531 7796890.17737704,604653.960424349 7796898.46574178,604673.874247282 7796914.65252918,604668.745311132 7796920.16143974,604668.852511364 7796927.05007718,604669.81727332 7796933.3988116,604673.305288973 7796939.10768445,604684.750584185 7796949.96552558,604693.985984419 7796957.54402556,604700.986741577 7796963.26288283,604724.42155632 7796985.78841939,604711.805354745 7797003.10498843,604733.995046171 7797020.53152713,604729.707183782 7797025.99045063,604724.594723594 7797022.42115739,604716.390071537 7797032.88909044,604693.796337102 7797058.03411252,604786.950154484 7797128.23018268,604817.055900002 7797150.94568128,604881.728417174 7797201.78558257,604947.736757326 7797252.10561304,604984.348510934 7797281.92969709,605020.985002665 7797316.52282461,605048.048019273 7797344.8372069,605124.033898393 7797431.50002153,605140.055657524 7797446.91697278,605216.371373459 7797535.99930312,605280.565632834 7797611.37434818,605302.095653074 7797641.12846194,605319.115174352 7797680.68061422,605323.782340797 7797700.54667211,605329.298852479 7797723.21218715,605331.319100356 7797749.46698202,605329.298862462 7797795.51784799,605316.344579602 7797846.1878137,605278.124898226 7797948.58752039,605275.923243147 7797954.74630792,605260.297295152 7798024.3425027,605259.208842004 7798068.46376878,605266.193117537 7798120.52344426,605272.897027197 7798141.11936775,605282.223130756 7798169.57372848,605223.586616897 7798177.65212306,605057.811260843 7798194.77875028,605101.341330154 7798299.11807731,604996.700988149 7798269.71391492,604982.377885948 7798330.9617716,604970.866634227 7798367.19459996,604963.156733312 7798391.3098168,604969.621504909 7798397.19865168,604971.963347443 7798400.28802986,604982.24597886 7798467.85464741,604996.701025607 7798541.93996087,604996.165051964 7798550.15832343,604948.347160427 7798743.33005363,604930.676230954 7798815.02584171,604856.422005727 7798800.32876376,604864.321551369 7798735.74156338,604819.826740306 7798772.11435665,604761.06654583 7798829.3730288,604683.612917346 7798898.37935788,604676.463729646 7798850.79878898,604670.576148406 7798772.64427952,604658.850477358 7798657.70705627,604630.773232724 7798687.89108974,604598.226712607 7798713.29604856,604561.920064865 7798733.99195188,604528.087184398 7798749.15895957,604498.327768107 7798761.40653449,604454.855450678 7798778.63311876,604402.914595768 7798798.4691985,604376.07423308 7798813.63618962,604349.233860525 7798835.81180878,604332.890519569 7798858.56730024,604318.897248901 7798884.24220798,604301.391227967 7798925.09411979,604295.84174524 7798939.02135637,604247.759978492 7799041.89097942,604234.82219149 7799071.27515696,604197.526042794 7799153.85879202,604157.500513544 7799241.82136187,604107.382004264 7799349.25008038,604101.016185851 7799367.76641377,604077.836994745 7799421.85568279,604066.012392597 7799443.86132236,604052.785994839 7799474.84519206,604023.092555343 7799509.41834335,603992.393116696 7799531.2540236,603937.681644625 7799554.81935906,603867.616327861 7799584.5234828,603827.458855191 7799623.90568108,603819.559292783 7799645.54139475,603811.931853782 7799670.70640028,603804.312654424 7799703.50991018,603795.151474333 7799753.09008475,603779.904838562 7799830.12482054,603768.228665995 7799887.51344614,603747.754133972 7799974.56618508,603741.808851827 7799988.64339825,603721.499240372 7800053.10062494,603705.584679619 7800110.86917703,603691.954232217 7800136.22416196,603666.944456081 7800176.86611085,603646.849226517 7800198.30186272,603603.055314082 7800237.26414917,603593.440604618 7800245.79245089,603465.74478237 7800366.31859171,603455.396198393 7800374.67693159,603434.501119985 7800391.99350181,603351.423793422 7800455.32095986,603235.181509527 7800540.50409951,603191.404084 7800571.44797129,603177.691172742 7800581.93589052,603164.79460878 7800593.6235748,603156.29309622 7800603.73156742,603147.931759154 7800614.86936329,603140.840303766 7800625.56724561))"
