"ID_UNID_PLANEJAMENTO","COD_UNID_PLANEJAMENTO","NOME_UNID_PLANEJAMENTO","GEOMETRIA"
"16","1908","Serra","POLYGON ((613719.784446055 7794501.78441893,613730.710209998 7794508.0431545,613744.744663088 7794516.65141554,613772.50847221 7794531.97831893,613808.369715727 7794553.85389981,613821.958891635 7794557.06325023,613826.716752746 7794560.68251928,613836.232474397 7794564.08183199,613836.397391578 7794564.10182793,613834.52558325 7794575.06961527,613830.584062675 7794574.85965822,613825.389174746 7794596.05538239,613824.135805807 7794606.85320393,613820.194289514 7794635.32745935,613818.817232625 7794645.67537169,613837.238481829 7794648.83473149,613838.689753302 7794650.91431168,613878.797610354 7794647.37501981,613913.496182773 7794635.74736071,613919.317758457 7794631.16828374,613919.730051029 7794628.67878598,613940.715760941 7794622.4500396,613954.527580225 7794660.36238808,613931.249522664 7794674.08962184,613919.812517115 7794678.8686593,613893.994732777 7794677.59891935,613867.913081809 7794682.02802959,613852.419112574 7794679.32857656,613841.105794377 7794680.55833012,613829.297724573 7794681.28818462,613826.922920021 7794700.08439253,613826.01587598 7794702.99380563,613820.664314014 7794705.99320126,613822.206290261 7794710.25234167,613815.848734013 7794716.60106165,613823.838971454 7794717.87080427,613823.29474504 7794719.69043721,613837.44463923 7794722.05995701,613838.359928535 7794715.15135081,613843.810441333 7794715.69124105,613842.895151674 7794720.23032536,613851.602778815 7794721.33010216,613851.965596361 7794719.69043294,613855.239202416 7794720.23032352,613855.057793766 7794721.86999271,613864.853874275 7794722.95977137,613864.317893936 7794726.2291118,613867.75641717 7794726.76900236,613904.24434352 7794732.2178975,613903.33729991 7794738.02672561,613899.140160175 7794754.32343809,613892.782606667 7794779.0184564,613874.823125797 7794777.46877176,613874.823125452 7794775.15923774,613875.054009121 7794772.60975211,613853.070548934 7794769.82031822,613851.907883835 7794776.54896076,613849.58255329 7794787.65671994,613833.379440247 7794785.34718834,613830.138817638 7794784.87728363,613831.070598621 7794777.70872988,613774.998757306 7794771.4200071,613762.605243433 7794852.02374577,613870.345637196 7794863.01151273,613936.782523059 7794868.82033078,613922.080178781 7795016.83046945,613866.618531249 7795012.18141575,613856.896663361 7795010.3917783,613748.430634112 7795000.17385611,613655.994554824 7794991.92553412,613594.22482478 7794984.10712081,613579.63790014 7794982.23750021,613521.636533657 7795015.07088415,613501.796997502 7795017.17046348,613448.297843564 7794872.51965716,613401.246973494 7794877.21871605,613389.265739773 7794872.04976075,613394.526601138 7794894.91514649,613401.865420037 7794925.1490452,613429.258177219 7795019.17007082,613381.415706674 7795037.24643072,613331.025265433 7795053.2932005,613327.166203641 7795054.40297716,613307.128767424 7795060.23180407,613202.216709871 7795093.93501946,613236.535990799 7795203.46291531,613251.048709326 7795249.89354501,613266.938488156 7795308.89163882,613272.306545156 7795328.18774472,613275.97595393 7795338.76560991,613256.614678032 7795343.90457593,613243.033749658 7795352.05293387,613224.018800984 7795364.95033443,613207.708493521 7795374.46841643,613191.406431615 7795381.94690994,613169.950709163 7795397.90369358,613227.63049883 7795443.4644924,613294.809519309 7795498.23343192,613306.304247116 7795501.74272215,613301.859729508 7795503.96227498,613298.099618135 7795505.8418963,613243.025530812 7795534.01621985,613203.940162366 7795552.0625845,613131.797148304 7795588.08532704,613147.365334661 7795620.28882717,613195.397477422 7795719.61877866,613170.486739983 7795734.89569999,613152.213918041 7795744.02386094,613124.326425345 7795757.97105102,613089.759787163 7795773.36794957,613051.977264342 7795790.98440078,613056.339325623 7795804.00177367,613084.911236036 7795867.13903051,613100.685568506 7795896.89302484,613096.974932924 7795903.0917747,613071.322072102 7795944.84335447,613049.404584769 7795982.63573253,613038.379873887 7795999.21238956,613047.887352737 7796023.14755887,613059.62121318 7796045.01314541,613062.020760182 7796058.93033705,613063.727653153 7796060.15009069,613062.226907363 7796063.71937076,613028.806448593 7796113.13940446,613006.888960332 7796144.71303724,613005.297509956 7796147.35250493,613004.225548637 7796149.63204516,613004.456432863 7796150.82180506,612993.769800395 7796155.26091099,612913.380908738 7796065.3890559,612903.601318542 7796054.93116739,612838.656922958 7795980.92610865,612795.580549 7795932.86581193,612732.755339768 7795862.89993792,612696.036524144 7795822.38811723,612601.167901153 7795710.87063164,612593.639431251 7795705.88163935,612586.490268173 7795682.69631841,612557.332894334 7795568.78930527,612521.067587015 7795433.64657784,612485.412473104 7795297.42406819,612450.062456248 7795162.99119744,612413.689952539 7795026.07882715,612397.668238181 7794954.47327712,612404.01754854 7794947.83461565,612411.818129384 7794936.58688392,612428.202646282 7794904.71331253,612436.712369792 7794885.34721871,612432.828565335 7794851.93396098,612414.926801347 7794822.35993067,612426.017478961 7794804.86345925,612435.73934432 7794789.53655028,612472.820962133 7794724.65963484,612477.389166791 7794716.79122176,612574.13780446 7794550.45476873,612635.660141722 7794443.3663666,612641.597158587 7794433.03844955,612648.136122995 7794421.66074424,612750.747564578 7794244.03656789,612799.406365678 7794162.15308214,612844.849282716 7794086.41835627,612879.40766812 7794024.75079369,612916.08523901 7793961.47355558,612953.834771311 7793896.61663606,612966.78901234 7793874.64106811,612992.384151389 7793828.19043658,613008.612002328 7793832.82949817,613025.598471295 7793830.77990919,613037.258114904 7793825.18103714,613047.994221699 7793815.3730145,613053.568420346 7793802.23566437,613131.524772935 7793821.44177763,613166.215102659 7793831.30978144,613175.549416463 7793841.84765385,613186.178330123 7793852.48550589,613194.688058526 7793866.30271675,613206.916669992 7793884.91895877,613213.298967203 7793901.39563336,613214.824452536 7793911.11367234,613224.505095058 7793939.46794991,613227.597294981 7793958.64408032,613231.30793478 7793980.91958529,613236.255455886 7794019.88172324,613246.158736891 7794050.1956054,613253.580013458 7794074.3307346,613265.767396494 7794098.73580863,613283.867060923 7794127.05009303,613305.941228585 7794150.35538749,613360.875147377 7794197.36589412,613380.137475569 7794209.91335959,613389.33985482 7794214.94234353,613400.545977419 7794217.58180931,613423.494202851 7794218.8515497,613441.775272291 7794220.99111529,613449.427430019 7794225.66017209,613490.236191442 7794265.05221798,613518.709144653 7794281.98879649,613533.329056215 7794307.37367247,613523.994756234 7794389.77704753,613538.268338859 7794395.9158068,613578.837968103 7794419.95095125,613608.795176042 7794437.71736211,613631.792878492 7794451.46458494,613641.753876486 7794454.63394399,613675.916472943 7794475.66969457,613719.784446055 7794501.78441893))"
"53","2305","São Bernardo","POLYGON ((611728.072963895 7804860.39475422,611754.97097294 7804976.73127897,611764.412492041 7805048.86672401,611764.593910223 7805112.29392733,611764.676372406 7805136.83897527,611761.312067129 7805172.30182102,611757.749860437 7805202.30576814,611752.431286919 7805240.09814419,611742.857851795 7805289.06826571,611736.747672751 7805305.93486372,611710.385673413 7805387.00851071,611696.780010791 7805419.26200546,611693.242538879 7805430.1698053,611686.934459056 7805445.9466232,611677.773312429 7805464.51287874,611669.255342074 7805478.09014073,611659.475755981 7805496.38645083,611642.431569731 7805525.73053307,611616.71274039 7805559.00382385,611607.254741782 7805570.36153379,611599.041867884 7805581.72924152,611583.836506864 7805602.03514697,611577.718080516 7805609.06372982,611522.701718536 7805672.33097352,611478.132859829 7805735.11831252,611452.653160822 7805771.40099611,611379.075378912 7805894.29621244,611353.4060258 7805935.09798432,611326.384351437 7805973.36026876,611291.067342627 7806009.63295581,611261.646121513 7806035.69770148,611225.405575964 7806068.36111684,611202.391385761 7806083.93797752,611168.566875686 7806108.29306876,611137.438761108 7806129.94870422,611113.542264421 7806148.50496393,611072.411924812 7806183.49791001,611057.387971372 7806194.91560866,611044.351270566 7806210.56245377,611029.632414928 7806229.00873434,611017.725397559 7806249.85453038,611000.582262107 7806287.10701712,610991.503575196 7806313.60167309,610991.272691243 7806314.29153394,610983.455621186 7806343.71559872,610978.062837243 7806397.70470711,610971.334222543 7806440.69603452,610963.888218248 7806484.64716839,610958.882992679 7806559.29210938,610956.384501532 7806587.73637107,610952.236838631 7806616.50056846,610951.107161066 7806651.73346034,610948.262344537 7806684.96675588,610946.844058397 7806696.04452114,610940.601947883 7806728.76792006,610925.833621416 7806777.06817757,610923.285652466 7806787.28611645,610901.854672639 7806840.55537243,610890.063097454 7806862.58093047,610860.196605939 7806930.19729313,610815.899865572 7807028.29750774,610810.408125719 7807043.79438203,610798.633042852 7807069.99909692,610761.526690444 7807160.6208193,610699.468374674 7807292.78416425,610660.498455303 7807364.06978799,610634.779629932 7807425.47740271,610577.34722057 7807416.36924859,610539.243104129 7807403.01194895,610512.757403113 7807390.16454475,610455.514645559 7807360.63051153,610436.598642581 7807344.03386265,610442.667590857 7807316.65938458,610459.390188277 7807284.43588327,610470.752977169 7807251.0626147,610479.056552239 7807216.78952812,610485.595513861 7807185.16590726,610490.543023866 7807147.82344042,610493.148709813 7807109.81110905,610494.352599372 7807069.32927612,610488.646461192 7807043.4544972,610477.003301236 7806994.83430806,610466.926855825 7806955.43225891,610450.303194482 7806889.20562261,610448.085056519 7806876.13825928,610429.754501627 7806804.81265195,610410.854981471 7806726.59843449,610404.217062839 7806711.86140867,610362.938278761 7806615.78079903,610341.408332481 7806557.55254978,610283.728526149 7806401.16410972,610241.072680254 7806281.55824658,610224.79534919 7806244.20578485,610214.974527475 7806218.96087948,610168.360680142 7806174.64982605,610115.339799646 7806125.30978814,610063.679485734 7806074.87996991,610012.703578316 7806025.75988733,609960.639217303 7805975.16010346,609908.904690738 7805925.14020253,609848.479028094 7805870.23128923,609825.011309871 7805845.79622243,609815.215227306 7805831.37913253,609692.574536948 7805626.16055352,609689.84515696 7805621.57147978,609643.486926574 7805544.17710097,609637.945708057 7805535.31888893,609626.566419945 7805516.51268477,609592.148198304 7805473.33140165,609557.226980999 7805442.21768395,609522.915958446 7805419.35230203,609481.0105004 7805400.93602358,609451.762437468 7805393.3875507,609434.347182719 7805389.50833584,609399.417723432 7805385.38917189,609378.893780298 7805384.68931603,609382.447742828 7805365.87311174,609383.527949324 7805358.66456594,609374.309078469 7805355.16527325,609379.322559763 7805348.36664418,609380.493470988 7805343.12770099,609384.418497725 7805328.16072006,609390.751315804 7805316.8030106,609395.962696955 7805304.70545058,609399.788774241 7805295.72726141,609399.920705678 7805279.63050896,609395.748299978 7805272.30198811,609388.747564093 7805261.12424426,609376.749836921 7805244.79753994,609394.338248088 7805202.4860739,609376.106639348 7805101.18651404,609464.518737901 7805090.45866575,609724.11486937 7805081.72039148,609823.048685054 7805078.40104695,609890.887366637 7805076.1214971,609995.15626427 7805150.4364888,610037.309096551 7805158.20491542,610057.940235294 7805155.07554381,610073.904217952 7805152.65602965,610136.028521347 7805164.8535598,610211.453391936 7805153.76578592,610337.920124545 7805107.17516748,610338.835414767 7805106.30534284,610388.986720777 7805048.40701678,610393.546680156 7805043.9779097,610412.866725066 7805025.28167895,610439.723481751 7804983.50010464,610449.412361206 7804949.92687676,610462.465546231 7804882.50047839,610475.172414309 7804878.20134393,610480.565185357 7804734.94024661,610483.228587626 7804664.57444281,610498.7555348 7804627.98182327,610544.239685414 7804575.84233604,610994.579003969 7804410.56561601,611169.836487076 7804385.06073624,611313.471101863 7804365.65463058,611356.737116663 7804315.73469584,611371.150853408 7804146.02893266,611348.961234922 7804063.94549661,611363.902720838 7803991.60009046,611396.671754634 7803924.54361466,611415.72793117 7803900.14853371,611437.1424239 7803879.36272423,611447.136403185 7803867.05520587,611523.666216624 7803841.55034043,611571.385005334 7803860.79645046,611553.112188747 7803908.0569181,611540.512521327 7803942.94988011,611519.098035765 7804012.79579148,611501.344711653 7804083.10160954,611497.320735208 7804101.84782799,611489.371734481 7804152.03770311,611485.694086739 7804188.76029469,611484.473707653 7804243.84918044,611486.304294336 7804284.86090587,611489.371757273 7804308.11621356,611493.041167739 7804330.16176523,611503.447449104 7804380.35163769,611514.463921352 7804412.16521755,611525.562851132 7804436.73025982,611549.888145151 7804505.30642074,611549.91288274 7804505.39640258,611555.214971326 7804514.01466305,611572.349871125 7804547.06799189,611586.730653219 7804574.61243259,611593.467521933 7804587.76977705,611622.319790562 7804642.76867659,611654.049864708 7804702.74657117,611694.454585024 7804779.8810031,611714.640454272 7804823.95210864,611728.072963895 7804860.39475422))"
"47","2209","Santa Maria","POLYGON ((603842.334023611 7794921.43115614,603842.680350522 7794927.58991346,603846.671355828 7794998.16567307,603848.048424612 7795074.19033363,603852.253822301 7795145.14601656,603855.123391127 7795218.11129422,603859.848277392 7795285.13776988,603865.331793828 7795434.06772007,603870.881269121 7795524.11954991,603876.109161054 7795651.90376668,603851.948794571 7795652.32368523,603802.00362693 7795649.69422257,603676.320242424 7795625.10920008,603643.303822747 7795620.02023134,603597.580534095 7795611.7619038,603552.492176579 7795603.51357415,603516.936032885 7795602.24383517,603468.046335974 7795605.41320233,603416.600423754 7795615.57115977,603370.250452929 7795630.18821683,603315.64637916 7795658.12258801,603280.081992529 7795678.44849175,603277.072254335 7795680.66804433,603240.71626615 7795707.65260468,603202.834794811 7795740.12605777,603114.480423685 7795790.91582208,603028.674020175 7795821.19972341,602955.483777864 7795830.02795205,602873.462218298 7795821.19974435,602802.795204382 7795797.21459325,602726.059235539 7795752.50362473,602642.528678447 7795703.83345595,602253.884823925 7795454.63378817,602082.750254527 7795349.36505077,601883.860120991 7795220.22113427,601909.108931537 7795150.22525373,601929.863754968 7795124.95035059,601944.310497752 7795110.16333219,601953.380940337 7795093.8166292,601953.479890638 7795093.76663927,601953.570595045 7795093.46669978,601998.980521486 7794955.71448753,602024.979703191 7794870.91159449,602090.17143503 7794658.27448895,602119.798793039 7794561.65397985,602128.910463118 7794531.93997395,602129.223805709 7794531.59004452,602130.839993815 7794529.84039732,602165.20872858 7794492.30796555,602575.357725686 7794318.74293032,602671.743565524 7794285.08970749,602697.783986624 7794276.02153366,603015.282531466 7794237.55925131,603017.517159225 7794237.59924294,603147.702779482 7794240.4086585,603165.596293479 7794242.20829297,603258.386944635 7794251.54639629,603353.140109361 7794254.66575408,603354.896477309 7794254.71574376,603371.660308473 7794255.27562851,603407.777170217 7794254.41579711,603423.939053557 7794254.03587157,603436.217136881 7794250.07666875,603462.546163109 7794241.58837785,603511.081285729 7794221.67238967,603540.964275915 7794204.23590374,603664.198620686 7794085.97974731,603703.514870769 7794049.11717965,603704.042605671 7794048.62727843,603730.181976428 7794034.94003652,603753.831098991 7794029.96103791,603776.243343738 7794032.45053256,603793.765794848 7794039.87903135,603794.186334165 7794043.65826876,603804.633850299 7794138.779075,603813.259042411 7794313.1438926,603815.889481591 7794388.07877281,603823.483941154 7794561.02387707,603828.909732668 7794681.29960862,603842.334023611 7794921.43115614))"
"48","2210","Prado Lopes","POLYGON ((610228.356420962 7798354.43760123,610270.756633403 7798395.17937495,610217.208033425 7798449.40844131,610213.348972949 7798459.786348,610211.609100522 7798486.13103289,610215.492907452 7798537.21072638,610162.859593406 7798561.02592898,610138.237460396 7798572.96352397,610108.577108027 7798587.96050244,610077.209862399 7798599.76812462,610102.112357312 7798606.51675942,610133.669260651 7798615.19500392,610147.59651724 7798621.25377949,610156.807142641 7798628.0824004,610169.035753224 7798640.56987914,610177.578464488 7798650.42788893,610183.886547778 7798658.84618953,610188.405279566 7798666.46465176,610118.092843607 7798687.66038542,610104.165587486 7798684.86095225,610095.103388026 7798681.35166159,610082.033701116 7798677.74239169,610065.047231798 7798678.14231345,610050.427324329 7798680.90175881,610037.258687896 7798682.73139155,610042.783415707 7798698.9181249,610041.208464 7798749.85784743,610042.000067024 7798753.80705051,610045.949833905 7798756.96641251,610046.906358542 7798791.65941265,610053.915338205 7798788.74000067,610059.456555234 7798787.58023386,610066.754140674 7798789.6198213,610080.186645614 7798794.86876033,610088.143900092 7798799.14789581,610079.774356406 7798820.78353178,610070.613209993 7798840.52954911,610067.636456253 7798849.75768765,610098.863525928 7798863.17497606,610133.02612126 7798875.7424355,610141.774978123 7798879.53166972,610167.765927093 7798890.91936837,610184.98328162 7798898.50783482,610177.496042563 7798904.35665583,610170.198458243 7798910.08550102,610153.632530683 7798930.99128543,610143.259242532 7798947.43796862,610133.669311351 7798966.47412923,610100.026216321 7799031.49101619,610089.933288024 7799052.45678755,610083.179931816 7799068.07363765,610086.107213965 7799083.54051661,610093.107950829 7799101.80683016,610082.099733254 7799130.17110894,610076.368863402 7799144.72817271,610089.875580862 7799148.46741633,610095.227143061 7799146.77775647,610101.559963113 7799149.52720083,610107.249606014 7799151.20686111,610109.772838968 7799152.05668929,610110.836555013 7799153.74634822,610111.677633324 7799158.59536976,610131.937709922 7799167.03366431,610145.015643033 7799172.94247026,610147.448171272 7799171.95266961,610150.556860557 7799175.20201357,610155.22401675 7799175.49195439,610169.514091167 7799181.71069764,610180.967590563 7799191.03881393,610186.48407092 7799196.13778436,610190.879113851 7799196.98761226,610208.838595898 7799206.02578612,610224.118173264 7799211.39470067,610212.136944738 7799242.50842486,610208.846848265 7799251.08669458,610201.936820868 7799267.59336517,610195.826640805 7799277.30140734,610189.716460534 7799285.56974,610181.445865223 7799293.83807297,610173.191761353 7799300.17679525,610155.628079683 7799285.24980947,610144.908462197 7799279.15104151,610137.132616501 7799274.1120593,610124.524696502 7799262.34443537,610121.894267263 7799260.66477464,610115.577938304 7799253.59620171,610075.832895216 7799232.39048594,610046.304471863 7799214.79404048,610041.299234495 7799207.85544114,609980.420052427 7799168.91330692,609968.537768532 7799160.71496274,609953.192223493 7799149.75717581,609938.976361513 7799141.48884608,609906.652591487 7799120.40310503,609856.657944451 7799090.04923646,609852.19693461 7799088.91946504,609847.480303144 7799087.80968963,609782.52767236 7799087.59974134,609780.466207653 7799087.75970936,609763.240608315 7799087.45977235,609689.835971912 7799085.72013389,609675.108867872 7799085.72013601,609677.326989681 7798986.63012823,609684.797738358 7798990.05943525,609696.094565086 7798990.05943363,609704.02708137 7798990.05943249,609711.959597759 7798990.77928612,609718.927348515 7798990.53933352,609725.647723296 7798988.85967145,609730.215928968 7798987.65991286,609737.909314721 7798983.33078521,609739.302854098 7798908.36591003,609741.364318829 7798908.36590974,609741.1086939 7798885.40054331,609740.919036275 7798865.44456968,609746.987988312 7798864.54475036,609742.955762021 7798855.64654626,609743.178398841 7798846.11846863,609743.178397257 7798835.10069159,609742.3290733 7798831.71137554,609743.48348601 7798779.29195161,609745.602645693 7798598.09850924,609746.77354756 7798527.86267999,609763.059119254 7798530.1622137,609780.474373221 7798529.67231004,609831.689400782 7798514.48536682,609841.815314635 7798508.23662612,609801.328143734 7798483.15169314,609798.969824851 7798460.68622616,609849.112888938 7798432.93181873,609924.966539155 7798391.49016917,609930.375822139 7798388.25082198,610009.907125352 7798346.29927475,610023.974559709 7798339.68060812,610063.414499672 7798317.22513311,610144.372336412 7798274.92365627,610187.885740023 7798317.23511313,610228.356420962 7798354.43760123))"
